,state,action,reward,value
337,"(4, 9)",up,-0.349030329381919,-0.01758179978216863
338,"(4, 9)",down,0.12310562561766059,0.3089758712390137
339,"(4, 9)",left,0.9608279654492811,1.1816772963185156
340,"(4, 9)",upper-left,0.5175543501536715,0.2321362802812924
341,"(4, 9)",lower-left,1.1231056256176606,12.415122932031391
342,"(5, 0)",up,-0.09901951359278449,0.0009425777905105626
343,"(5, 0)",down,-0.09901951359278449,0.04046705277267564
344,"(5, 0)",right,1.0,11.328413170980667
345,"(5, 0)",upper-right,0.8768943743823394,0.6392556436075492
346,"(5, 0)",lower-right,0.8768943743823394,0.08768943743823394
347,"(5, 1)",up,-0.12310562561766059,0.026246402095849032
348,"(5, 1)",down,-0.12310562561766059,0.0643018861934905
349,"(5, 1)",left,-1.0,-0.08342139112249825
350,"(5, 1)",right,1.0,0.262801033646326
351,"(5, 1)",upper-left,-1.0990195135927845,0.8903131806621858
352,"(5, 1)",upper-right,0.8377223398316205,0.5315486288635033
353,"(5, 1)",lower-left,-1.0990195135927845,1.2295148249487848
354,"(5, 1)",lower-right,0.8377223398316205,23.193766505270702
355,"(5, 2)",up,-0.16227766016837952,-0.0333285161303784
356,"(5, 2)",down,-0.16227766016837952,2.7243896357617206
357,"(5, 2)",left,-1.0,2.430170952205197
358,"(5, 2)",right,1.0,33.93256030518111
359,"(5, 2)",upper-left,-1.1231056256176606,4.244549808527511
360,"(5, 2)",upper-right,0.7639320225002102,0.3244843673391674
361,"(5, 2)",lower-left,-1.1231056256176606,-0.12206447638235735
362,"(5, 2)",lower-right,0.7639320225002102,0.3081943895157979
363,"(5, 3)",up,-0.2360679774997898,0.038386478878099865
364,"(5, 3)",down,-0.2360679774997898,3.287155390965562
365,"(5, 3)",left,-1.0,-0.15142974365972245
366,"(5, 3)",right,1.0,40.74874278667163
367,"(5, 3)",upper-left,-1.1622776601683795,1.114502547881237
368,"(5, 3)",upper-right,0.5857864376269049,0.4189934397807137
369,"(5, 3)",lower-left,-1.1622776601683795,1.0590577722132843
370,"(5, 3)",lower-right,0.5857864376269049,2.8930971846946383
371,"(5, 4)",up,-0.41421356237309515,52.86218235950646
372,"(5, 4)",down,-0.41421356237309515,43.46482520792162
373,"(5, 4)",left,-1.0,1.4151441767230852
374,"(5, 4)",right,10.0,457.90076513961185
375,"(5, 4)",upper-left,-1.2360679774997898,41.136286414497334
376,"(5, 4)",upper-right,-0.0,3.3904468867671147
377,"(5, 4)",lower-left,-1.2360679774997898,25.12838945525391
378,"(5, 4)",lower-right,-0.0,96.57032610906126
379,"(5, 6)",up,-0.41421356237309515,51.26873074439245
380,"(5, 6)",down,-0.41421356237309515,-0.07870057685088808
381,"(5, 6)",left,10.0,523.5396390044388
382,"(5, 6)",right,-1.0,27.481841745069893
383,"(5, 6)",upper-left,-0.0,46.98836566776539
384,"(5, 6)",upper-right,-1.2360679774997898,47.303310940768526
385,"(5, 6)",lower-left,-0.0,2.8655827363403175
386,"(5, 6)",lower-right,-1.2360679774997898,25.597580897004757
387,"(5, 7)",up,-0.2360679774997898,0.11225616787085227
388,"(5, 7)",down,-0.2360679774997898,-0.013132668462460851
389,"(5, 7)",left,1.0,46.720690097855545
390,"(5, 7)",right,-1.0,10.797743380123126
391,"(5, 7)",upper-left,0.5857864376269049,3.976185909595535
392,"(5, 7)",upper-right,-1.1622776601683795,3.8515810692283496
393,"(5, 7)",lower-left,0.5857864376269049,0.0
394,"(5, 7)",lower-right,-1.1622776601683795,-0.2927904359992901
395,"(5, 8)",up,-0.16227766016837952,0.021238148264797904
396,"(5, 8)",down,-0.16227766016837952,1.7563025126388723
397,"(5, 8)",left,1.0,1.6945069445051666
398,"(5, 8)",right,-1.0,-0.23540129494097894
399,"(5, 8)",upper-left,0.7639320225002102,16.066451219574695
400,"(5, 8)",upper-right,-1.1231056256176606,-0.16957724608770525
401,"(5, 8)",lower-left,0.7639320225002102,0.21904562350198456
402,"(5, 8)",lower-right,-1.1231056256176606,-0.4732326927688029
403,"(5, 9)",up,-0.12310562561766059,0.5547640943446589
404,"(5, 9)",down,-0.12310562561766059,0.05424003060673752
405,"(5, 9)",left,1.0,0.2571507636362414
406,"(5, 9)",upper-left,0.8377223398316205,8.136806942274923
407,"(5, 9)",lower-left,0.8377223398316205,0.09367223398316205
408,"(6, 0)",up,0.09901951359278449,0.0683429384828238
409,"(6, 0)",down,-0.28614529354171925,0.054410769029498506
410,"(6, 0)",right,0.9759138879751239,0.13029649337622834
411,"(6, 0)",upper-right,1.0990195135927845,9.865697688912919
412,"(6, 0)",lower-right,0.6268835585932049,0.30342322999301913
413,"(6, 1)",up,0.12310562561766059,0.21818918948395688
414,"(6, 1)",down,-0.349030329381919,-0.02539083608024402
415,"(6, 1)",left,-0.9759138879751239,-0.08807919193956451
416,"(6, 1)",right,0.9608279654492811,15.834926214123296
417,"(6, 1)",upper-left,-0.8768943743823394,-0.07278082349864955
418,"(6, 1)",upper-right,1.1231056256176606,0.19757869302360792
419,"(6, 1)",lower-left,-1.2620591815168432,-0.29546530872899235
420,"(6, 1)",lower-right,0.5175543501536715,0.1275872003846304
421,"(6, 2)",up,0.16227766016837952,0.5322266130075968
422,"(6, 2)",down,-0.4432736152956096,4.009836558280878
423,"(6, 2)",left,-0.9608279654492811,-0.19958596633204928
424,"(6, 2)",right,0.9262096826685897,41.25764187099815
425,"(6, 2)",upper-left,-0.8377223398316205,2.966941770631972
426,"(6, 2)",upper-right,1.1622776601683795,0.23580000873443438
427,"(6, 2)",lower-left,-1.3098582948312,-0.4955647551626008
428,"(6, 2)",lower-right,0.33385053542218923,0.726001913706018
429,"(6, 3)",up,0.2360679774997898,9.63688070501742
430,"(6, 3)",down,-0.5923591472464005,9.671059450565687
431,"(6, 3)",left,-0.9262096826685897,0.10252210674238328
432,"(6, 3)",right,0.8218544151266947,56.99696064642771
433,"(6, 3)",upper-left,-0.7639320225002102,6.8446372041502395
434,"(6, 3)",upper-right,1.2360679774997898,0.8647911556828312
435,"(6, 3)",lower-left,-1.3694832979641993,2.3765558937767977
436,"(6, 3)",lower-right,-0.0,9.483691507423508
437,"(6, 4)",up,0.41421356237309515,65.1886528533106
438,"(6, 4)",down,-0.8218544151266947,62.52307378106532
439,"(6, 4)",left,-0.8218544151266947,182.56477815638925
440,"(6, 4)",right,0.41421356237309515,177.17650779528907
441,"(6, 4)",upper-left,-0.5857864376269049,48.41788624725993
442,"(6, 4)",upper-right,10.0,812.4755494897455
443,"(6, 4)",lower-left,-1.4142135623730951,50.9224048921963
444,"(6, 4)",lower-right,-0.5857864376269049,134.75789609900073
445,"(6, 5)",up,10.0,772.758282682669
446,"(6, 5)",down,-1.0,9.1169279090767
447,"(6, 5)",left,-0.41421356237309515,85.00666789088251
448,"(6, 5)",right,-0.41421356237309515,81.09706138766077
449,"(6, 5)",upper-left,-0.0,3.8156408654456246
450,"(6, 5)",upper-right,-0.0,123.62366910495723
451,"(6, 5)",lower-left,-1.2360679774997898,158.2686686468654
452,"(6, 5)",lower-right,-1.2360679774997898,173.86953136597606
453,"(6, 6)",up,0.41421356237309515,63.22590842285453
454,"(6, 6)",down,-0.8218544151266947,-0.14750929540214763
455,"(6, 6)",left,0.41421356237309515,0.31838527608417344
456,"(6, 6)",right,-0.8218544151266947,0.30087187594677434
457,"(6, 6)",upper-left,10.0,498.09949772352843
458,"(6, 6)",upper-right,-0.5857864376269049,38.095010736697624
459,"(6, 6)",lower-left,-0.5857864376269049,1.5468664419636564
460,"(6, 6)",lower-right,-1.4142135623730951,5.940938031513723
461,"(6, 7)",up,0.2360679774997898,0.08187955706647176
462,"(6, 7)",down,-0.5923591472464005,1.0587794517264455
463,"(6, 7)",left,0.8218544151266947,22.227923204623163
464,"(6, 7)",right,-0.9262096826685897,-0.09262096826685898
465,"(6, 7)",upper-left,1.2360679774997898,0.8167283536753427
466,"(6, 7)",upper-right,-0.7639320225002102,-0.10014376654824068
467,"(6, 7)",lower-left,-0.0,1.2117752103322943
468,"(6, 7)",lower-right,-1.3694832979641993,-0.33340255759573734
469,"(6, 8)",up,0.16227766016837952,0.15948603761477115
470,"(6, 8)",down,-0.4432736152956096,1.6256206496335626
471,"(6, 8)",left,0.9262096826685897,0.0
472,"(6, 8)",right,-0.9608279654492811,1.6964387254307214
473,"(6, 8)",upper-left,1.1622776601683795,30.566635967715442
474,"(6, 8)",upper-right,-0.8377223398316205,-0.20580801226637738
475,"(6, 8)",lower-left,0.33385053542218923,1.4205408100646988
476,"(6, 8)",lower-right,-1.3098582948312,2.8867865627750238
477,"(6, 9)",up,0.12310562561766059,0.7890124987724928
478,"(6, 9)",down,-0.349030329381919,1.136855750096674
479,"(6, 9)",left,0.9608279654492811,8.985976680481828
480,"(6, 9)",upper-left,1.1231056256176606,0.7688859594681854
481,"(6, 9)",lower-left,0.5175543501536715,0.22049763866844974
482,"(7, 0)",up,0.28614529354171925,0.1934138789252162
483,"(7, 0)",down,-0.445787087710797,-0.07990124156992519
484,"(7, 0)",right,0.9130288521349241,1.1316943078135935
485,"(7, 0)",upper-right,1.2620591815168432,10.297853256175715
486,"(7, 0)",lower-right,0.38516480713450374,0.041349319119513395
487,"(7, 1)",up,0.349030329381919,0.14020145944907964
488,"(7, 1)",down,-0.5278640450004204,-0.04942712660100431
489,"(7, 1)",left,-0.9130288521349241,-0.33332550882837875
490,"(7, 1)",right,0.8665846795355905,16.708055576427842
491,"(7, 1)",upper-left,-0.6268835585932049,-0.06268835585932049
492,"(7, 1)",upper-right,1.3098582948312,0.5776777852159394
493,"(7, 1)",lower-left,-1.3588159398457211,-0.41288565660443605
494,"(7, 1)",lower-right,0.22949526788029484,0.38663695833184236
495,"(7, 2)",up,0.4432736152956096,0.49530793106344245
496,"(7, 2)",down,-0.6370894116552956,7.212910169620371
497,"(7, 2)",left,-0.8665846795355905,-0.30731486654549034
498,"(7, 2)",right,0.7771241507177988,0.3740891148943943
499,"(7, 2)",upper-left,-0.5175543501536715,5.438431602602677
500,"(7, 2)",upper-right,1.3694832979641993,55.143313259031686
501,"(7, 2)",lower-left,-1.3944487245360109,0.5295811590976998
502,"(7, 2)",lower-right,-0.0,0.3029702551791453
503,"(7, 3)",up,0.5923591472464005,3.735492120109776
504,"(7, 3)",down,-0.7771241507177988,6.075881160326891
505,"(7, 3)",left,-0.7771241507177988,-0.25801913900231943
506,"(7, 3)",right,0.5923591472464005,5.302822687984896
507,"(7, 3)",upper-left,-0.33385053542218923,0.18136523019324524
508,"(7, 3)",upper-right,1.4142135623730951,48.152627465986704
509,"(7, 3)",lower-left,-1.4142135623730945,-0.41245985641289085
510,"(7, 3)",lower-right,-0.33385053542218923,4.10453827298965
511,"(7, 4)",up,0.8218544151266947,0.1921091157828949
512,"(7, 4)",down,-0.9262096826685897,-0.14196104807647397
513,"(7, 4)",left,-0.5923591472464005,-0.1426923532372089
514,"(7, 4)",right,0.2360679774997898,3.0112687057593863
515,"(7, 4)",upper-left,-0.0,0.1235993112566146
516,"(7, 4)",upper-right,1.2360679774997898,33.50604585884234
517,"(7, 4)",lower-left,-1.3694832979641993,-0.36825906652241147
518,"(7, 4)",lower-right,-0.7639320225002102,0.0
519,"(7, 5)",up,1.0,54.36166441556143
520,"(7, 5)",down,-1.0,5.0421563591664675
521,"(7, 5)",left,-0.2360679774997898,0.04832568048212589
522,"(7, 5)",right,-0.2360679774997898,0.15004639937070208
523,"(7, 5)",upper-left,0.5857864376269049,3.8331583489804606
524,"(7, 5)",upper-right,0.5857864376269049,0.5442871674776255
525,"(7, 5)",lower-left,-1.1622776601683795,8.642373814430252
526,"(7, 5)",lower-right,-1.1622776601683795,-0.14566002494244631
527,"(7, 6)",up,0.8218544151266947,1.7691939486400305
528,"(7, 6)",down,-0.9262096826685897,-0.16025582158764182
529,"(7, 6)",left,0.2360679774997898,0.30724159390720845
530,"(7, 6)",right,-0.5923591472464005,-0.08490390409053986
531,"(7, 6)",upper-left,1.2360679774997898,34.493898374857764
532,"(7, 6)",upper-right,-0.0,0.17643765994179528
533,"(7, 6)",lower-left,-0.7639320225002102,0.009469498880893424
534,"(7, 6)",lower-right,-1.3694832979641993,-0.2188610941463253
535,"(7, 7)",up,0.5923591472464005,0.2413525413733844
536,"(7, 7)",down,-0.7771241507177988,-0.2564672071264581
537,"(7, 7)",left,0.5923591472464005,2.9165977433424413
538,"(7, 7)",right,-0.7771241507177988,-0.14046555300093194
539,"(7, 7)",upper-left,1.4142135623730951,35.94076731005441
540,"(7, 7)",upper-right,-0.33385053542218923,-0.0793312195397085
541,"(7, 7)",lower-left,-0.33385053542218923,0.003825450390925315
542,"(7, 7)",lower-right,-1.4142135623730945,2.5185430458448534
543,"(7, 8)",up,0.4432736152956096,0.19747080440223205
544,"(7, 8)",down,-0.6370894116552956,-0.048329576510409256
545,"(7, 8)",left,0.7771241507177988,0.31742328147613363
546,"(7, 8)",right,-0.8665846795355905,-0.3167282271409168
547,"(7, 8)",upper-left,1.3694832979641993,26.4206994413315
548,"(7, 8)",upper-right,-0.5175543501536715,-0.020330530149229916
549,"(7, 8)",lower-left,-0.0,0.041678078215376044
550,"(7, 8)",lower-right,-1.3944487245360109,1.8140535556702462
551,"(7, 9)",up,0.349030329381919,0.17419074166120962
552,"(7, 9)",down,-0.5278640450004204,-0.05949881328317378
553,"(7, 9)",left,0.8665846795355905,0.3483794615100246
554,"(7, 9)",upper-left,1.3098582948312,14.519446883237608
555,"(7, 9)",lower-left,0.22949526788029484,0.20011334399799058
556,"(8, 0)",up,0.445787087710797,0.9916357799634478
557,"(8, 0)",down,-0.5721723425875478,-0.10308781068525881
558,"(8, 0)",right,0.8309518948453007,0.2966382425033942
559,"(8, 0)",upper-right,1.3588159398457211,15.02138984345314
560,"(8, 0)",lower-right,0.17409764535292016,0.10539276609114123
561,"(8, 1)",up,0.5278640450004204,3.070714117102248
562,"(8, 1)",down,-0.6568542494923806,-0.20310940477461648
563,"(8, 1)",left,-0.8309518948453007,-0.09430209460086647
564,"(8, 1)",right,0.7573593128807152,1.4524130621698608
565,"(8, 1)",upper-left,-0.38516480713450374,-0.024711438340543866
566,"(8, 1)",upper-right,1.3944487245360109,29.216782365151143
567,"(8, 1)",lower-left,-1.4031242374328485,-0.4492419653270428
568,"(8, 1)",lower-right,-0.0,2.912299385324042
569,"(8, 2)",up,0.6370894116552956,3.198172853324042
570,"(8, 2)",down,-0.7573593128807152,0.07095559321745498
571,"(8, 2)",left,-0.7573593128807152,-0.0041457490554448195
572,"(8, 2)",right,0.6370894116552956,0.7444702380564892
573,"(8, 2)",upper-left,-0.22949526788029484,0.1621093552846984
574,"(8, 2)",upper-right,1.4142135623730945,38.12659388998693
575,"(8, 2)",lower-left,-1.4142135623730958,-0.2546998625833946
576,"(8, 2)",lower-right,-0.22949526788029484,0.20559358539156092
577,"(8, 3)",up,0.7771241507177988,0.4830327481953427
578,"(8, 3)",down,-0.8665846795355905,-0.10896293876107879
579,"(8, 3)",left,-0.6370894116552956,-0.043736216742108924
580,"(8, 3)",right,0.4432736152956096,0.35710786146826323
581,"(8, 3)",upper-left,-0.0,0.20425501029581095
582,"(8, 3)",upper-right,1.3694832979641993,24.50969589321297
583,"(8, 3)",lower-left,-1.3944487245360109,0.5601355344575993
584,"(8, 3)",lower-right,-0.5175543501536715,0.3120698320823178
585,"(8, 4)",up,0.9262096826685897,0.1385781703312016
586,"(8, 4)",down,-0.9608279654492811,0.4633908248027692
587,"(8, 4)",left,-0.4432736152956096,-0.014176280638803676
588,"(8, 4)",right,0.16227766016837952,0.13141677617071476
589,"(8, 4)",upper-left,0.33385053542218923,0.13315128473090204
590,"(8, 4)",upper-right,1.1622776601683795,12.424729025435454
591,"(8, 4)",lower-left,-1.3098582948312,-0.5218292333440487
592,"(8, 4)",lower-right,-0.8377223398316205,-0.030774379161912474
593,"(8, 5)",up,1.0,31.763537785450065
594,"(8, 5)",down,-1.0,-0.13362641119
595,"(8, 5)",left,-0.16227766016837952,0.47893480432739777
596,"(8, 5)",right,-0.16227766016837952,0.17371929252250812
597,"(8, 5)",upper-left,0.7639320225002102,0.287432117926557
598,"(8, 5)",upper-right,0.7639320225002102,3.431794974810158
599,"(8, 5)",lower-left,-1.1231056256176606,-0.29140250192091344
600,"(8, 5)",lower-right,-1.1231056256176606,-0.1748097589673555
601,"(8, 6)",up,0.9262096826685897,0.13890439660153311
602,"(8, 6)",down,-0.9608279654492811,1.4827256963649855
603,"(8, 6)",left,0.16227766016837952,0.27606030696288464
604,"(8, 6)",right,-0.4432736152956096,-0.030698928536486286
605,"(8, 6)",upper-left,1.1622776601683795,20.60358423267683
606,"(8, 6)",upper-right,0.33385053542218923,0.2516995553259901
607,"(8, 6)",lower-left,-0.8377223398316205,1.3183149408263029
608,"(8, 6)",lower-right,-1.3098582948312,-0.19112938227592163
609,"(8, 7)",up,0.7771241507177988,1.4412581144906778
610,"(8, 7)",down,-0.8665846795355905,-0.25478893424504084
611,"(8, 7)",left,0.4432736152956096,0.09883428841884405
612,"(8, 7)",right,-0.6370894116552956,-0.1045500010122434
613,"(8, 7)",upper-left,1.3694832979641993,26.176642115885542
614,"(8, 7)",upper-right,-0.0,0.18636249380511488
615,"(8, 7)",lower-left,-0.5175543501536715,-0.024295827786274423
616,"(8, 7)",lower-right,-1.3944487245360109,0.4532736459330609
617,"(8, 8)",up,0.6370894116552956,1.4160339509011743
618,"(8, 8)",down,-0.7573593128807152,-0.16109755768133333
619,"(8, 8)",left,0.6370894116552956,0.29944215557590165
620,"(8, 8)",right,-0.7573593128807152,-0.10515196374698005
621,"(8, 8)",upper-left,1.4142135623730945,25.188373716944042
622,"(8, 8)",upper-right,-0.22949526788029484,0.0
623,"(8, 8)",lower-left,-0.22949526788029484,-0.004858145825736175
624,"(8, 8)",lower-right,-1.4142135623730958,-0.2915760863620743
625,"(8, 9)",up,0.5278640450004204,1.0312927170912802
626,"(8, 9)",down,-0.6568542494923806,-0.13102812727461677
627,"(8, 9)",left,0.7573593128807152,0.17792069913482317
628,"(8, 9)",upper-left,1.3944487245360109,14.547891110456336
629,"(8, 9)",lower-left,-0.0,0.047654856883649524
630,"(9, 0)",up,0.5721723425875478,0.38177134284276376
631,"(9, 0)",right,0.746269987940468,0.8002552432588419
632,"(9, 0)",upper-right,1.4031242374328485,16.503685506516184
633,"(9, 1)",up,0.6568542494923806,0.12170197475049205
634,"(9, 1)",left,-0.746269987940468,-0.17981557710803353
635,"(9, 1)",right,0.6568542494923806,0.353870720280485
636,"(9, 1)",upper-left,-0.17409764535292016,0.08062615806153525
637,"(9, 1)",upper-right,1.4142135623730958,15.371282841110435
638,"(9, 2)",up,0.7573593128807152,8.17483957954659
639,"(9, 2)",left,-0.6568542494923806,0.3384382015039869
640,"(9, 2)",right,0.5278640450004204,0.2673598391984029
641,"(9, 2)",upper-left,-0.0,0.04674402966718694
642,"(9, 2)",upper-right,1.3944487245360109,0.18553750962119042
643,"(9, 3)",up,0.8665846795355905,9.031126718071075
644,"(9, 3)",left,-0.5278640450004204,0.26984993896663173
645,"(9, 3)",right,0.349030329381919,0.28591584907400325
646,"(9, 3)",upper-left,0.22949526788029484,0.18424800413473996
647,"(9, 3)",upper-right,1.3098582948312,0.3148239639174335
648,"(9, 4)",up,0.9608279654492811,0.46305106324052697
649,"(9, 4)",left,-0.349030329381919,0.010327123603823925
650,"(9, 4)",right,0.12310562561766059,0.1067798586957582
651,"(9, 4)",upper-left,0.5175543501536715,0.23363921095538023
652,"(9, 4)",upper-right,1.1231056256176606,11.90557563496696
653,"(9, 5)",up,1.0,8.976004858592695
654,"(9, 5)",left,-0.12310562561766059,0.7031382398953807
655,"(9, 5)",right,-0.12310562561766059,0.8640535505433765
656,"(9, 5)",upper-left,0.8377223398316205,0.4675791409537882
657,"(9, 5)",upper-right,0.8377223398316205,0.09367223398316205
658,"(9, 6)",up,0.9608279654492811,0.0
659,"(9, 6)",left,0.12310562561766059,0.24967097259011123
660,"(9, 6)",right,-0.349030329381919,0.2849407945713741
661,"(9, 6)",upper-left,1.1231056256176606,9.773698468031121
662,"(9, 6)",upper-right,0.5175543501536715,0.22157408546005702
663,"(9, 7)",up,0.8665846795355905,1.313468052880358
664,"(9, 7)",left,0.349030329381919,1.1948282956243552
665,"(9, 7)",right,-0.5278640450004204,0.21713300735336194
666,"(9, 7)",upper-left,1.3098582948312,12.132460794669138
667,"(9, 7)",upper-right,0.22949526788029484,0.040099324254506775
668,"(9, 8)",up,0.7573593128807152,0.2702604509479867
669,"(9, 8)",left,0.5278640450004204,0.47830204868350135
670,"(9, 8)",right,-0.6568542494923806,0.0448828938444777
671,"(9, 8)",upper-left,1.3944487245360109,13.15468976436792
672,"(9, 8)",upper-right,-0.0,0.02811312189439452
673,"(9, 9)",up,0.6568542494923806,0.06568542494923806
674,"(9, 9)",left,0.6568542494923806,0.08032992206665919
675,"(9, 9)",upper-left,1.4142135623730958,13.470313303255885
